gamma,angle_rew_weight,final_mean_return
0.0011668085277693407,8.98989898989899,"[993.9296875, 933.9609375, 634.859375, 1000.0, 917.25, 929.5234375, 994.03125, 1000.0, 548.5, 881.7265625]"
0.0199856315113147,9.797979797979798,"[1000.0, 956.375, 995.7421875, 993.890625, 894.703125, 931.453125, 861.5, 995.7421875, 938.015625, 966.71875]"
0.0006313202152501221,2.323232323232323,"[253.1328125, 260.8984375, 255.7578125, 290.59375, 370.265625, 418.3984375, 263.3359375, 283.421875, 217.6953125, 291.03125]"
0.015874010519682,7.979797979797979,"[992.734375, 991.3203125, 909.4609375, 987.2265625, 747.890625, 991.9609375, 916.59375, 955.25, 959.265625, 913.234375]"
0.0015862606242654862,5.353535353535354,"[360.875, 667.1484375, 291.1796875, 900.7421875, 889.5234375, 555.1953125, 733.78125, 874.125, 342.8671875, 339.875]"
0.0011668085277693407,1.8181818181818181,"[243.90625, 251.1875, 252.6328125, 265.1796875, 257.0625, 355.25, 234.1875, 258.8203125, 274.7734375, 303.1875]"
0.0005014394332495677,1.3131313131313131,"[205.7109375, 241.03125, 218.796875, 253.359375, 237.9609375, 396.8125, 245.9375, 232.828125, 235.203125, 271.796875]"
0.0025144150521764766,4.444444444444445,"[368.3515625, 304.3828125, 286.65625, 591.8515625, 574.640625, 920.8359375, 299.5859375, 417.03125, 271.3125, 411.2421875]"
0.0006817002185769346,3.131313131313131,"[341.40625, 338.8828125, 283.0234375, 730.9296875, 253.2734375, 734.71875, 248.96875, 318.71875, 240.8359375, 265.796875]"
0.003165688509340163,8.282828282828282,"[535.15625, 331.4609375, 365.4609375, 937.1953125, 947.7578125, 953.6171875, 848.453125, 1000.0, 922.0078125, 994.3984375]"
0.002156500152519066,2.6262626262626263,"[251.046875, 274.0703125, 265.609375, 320.6640625, 272.390625, 427.578125, 252.828125, 265.53125, 250.734375, 323.75]"
0.0001848203969370861,3.0303030303030303,"[778.5234375, 626.3828125, 568.8359375, 327.921875, 546.6640625, 751.296875, 964.65625, 662.296875, 765.703125, 478.765625]"
0.0002512608634965109,1.3131313131313131,"[521.625, 212.140625, 222.1796875, 238.09375, 252.3125, 274.6796875, 795.984375, 348.328125, 609.6875, 285.640625]"
0.018508624236576895,9.595959595959595,"[995.7109375, 975.125, 939.5, 965.0859375, 931.1328125, 900.1640625, 985.046875, 991.1875, 1000.0, 942.1171875]"
0.06322283054611633,0.0,"[788.1015625, 828.421875, 739.9296875, 906.8984375, 785.9609375, 916.3125, 873.9921875, 933.2421875, 884.7890625, 853.6328125]"
0.0025144150521764766,0.9090909090909091,"[241.8671875, 245.2890625, 242.7265625, 237.59375, 297.40625, 293.203125, 224.3125, 244.5625, 235.4453125, 235.8359375]"
0.00039827887519494257,1.5151515151515151,"[217.7578125, 250.8828125, 262.421875, 356.1796875, 294.359375, 396.140625, 458.234375, 281.8515625, 214.109375, 259.3671875]"
0.009274286383257363,4.94949494949495,"[581.3515625, 726.34375, 449.734375, 782.0625, 759.203125, 887.609375, 642.234375, 855.46875, 543.25, 953.8359375]"
0.0005414548164181544,8.585858585858587,"[988.671875, 941.84375, 875.5625, 840.1015625, 993.8359375, 993.765625, 880.9921875, 1000.0, 931.5546875, 1000.0]"
0.00027131173915845476,2.929292929292929,"[229.3828125, 309.3828125, 458.046875, 311.203125, 246.59375, 470.65625, 799.3515625, 712.8046875, 353.6015625, 767.328125]"
0.00010798010298258111,5.05050505050505,"[920.8671875, 711.8671875, 871.7109375, 780.6953125, 749.5078125, 900.2421875, 848.2421875, 822.15625, 710.765625, 502.296875]"
0.010014383987540799,4.646464646464646,"[710.34375, 671.0, 435.2421875, 926.1484375, 660.1171875, 891.375, 740.890625, 661.3203125, 498.6171875, 952.96875]"
0.0006817002185769346,5.858585858585858,"[491.1953125, 913.5078125, 557.5546875, 667.765625, 847.0859375, 776.203125, 622.3046875, 876.7109375, 873.1875, 725.84375]"
0.0004300619395933647,7.777777777777778,"[989.34375, 916.2734375, 653.265625, 982.2578125, 974.8671875, 1000.0, 979.8984375, 1000.0, 767.1328125, 979.5078125]"
0.14711435307922738,8.484848484848484,"[1000.0, 995.84375, 1000.0, 994.265625, 865.609375, 914.3984375, 980.3984375, 978.421875, 974.296875, 983.5703125]"
0.005850838068754207,0.0,"[207.0, 220.1953125, 226.234375, 228.859375, 222.3671875, 205.59375, 217.796875, 209.140625, 213.6484375, 230.140625]"
0.0029317331822241717,3.6363636363636362,"[266.84375, 308.0390625, 275.5859375, 466.828125, 513.3046875, 659.0078125, 301.03125, 636.671875, 298.34375, 278.5390625]"
0.12617333187632818,5.454545454545454,"[994.3125, 1000.0, 996.125, 997.4765625, 750.25, 967.28125, 942.3125, 1000.0, 986.3828125, 998.078125]"
0.06322283054611633,2.727272727272727,"[995.6953125, 1000.0, 998.78125, 993.703125, 884.8046875, 967.625, 954.2578125, 1000.0, 978.9140625, 943.46875]"
0.008588884551030166,7.373737373737374,"[747.9921875, 758.609375, 811.9140625, 951.8671875, 879.390625, 864.7578125, 927.546875, 977.0234375, 676.8125, 950.765625]"
0.034207712781635105,7.2727272727272725,"[1000.0, 995.3828125, 942.3203125, 995.6328125, 861.703125, 943.9296875, 989.6328125, 988.4921875, 935.046875, 997.9375]"
0.005850838068754207,2.727272727272727,"[253.6015625, 243.96875, 289.1328125, 443.859375, 375.9140625, 522.3359375, 248.3984375, 309.703125, 252.828125, 270.8359375]"
0.05855044475769315,3.5353535353535355,"[998.8125, 1000.0, 987.9921875, 944.2265625, 847.1015625, 943.3671875, 935.96875, 972.9453125, 982.9296875, 942.859375]"
0.014700866253334402,9.494949494949495,"[991.6328125, 990.1953125, 945.5, 994.703125, 963.203125, 1000.0, 981.4609375, 988.65625, 964.34375, 958.0234375]"
0.00014679750917903885,5.151515151515151,"[354.21875, 969.4453125, 905.421875, 813.203125, 873.71875, 721.3515625, 741.90625, 897.4296875, 901.71875, 903.09375]"
0.05021607031056004,8.181818181818182,"[993.7578125, 991.0625, 1000.0, 915.1640625, 968.828125, 890.1171875, 922.15625, 969.7109375, 939.40625, 975.4453125]"
0.0005846634683724685,2.4242424242424243,"[227.5625, 236.7890625, 268.859375, 277.3359375, 302.4921875, 440.25, 245.046875, 244.7578125, 246.171875, 339.578125]"
0.003985652141834605,4.545454545454545,"[310.9453125, 344.21875, 304.5078125, 557.59375, 450.1328125, 734.7578125, 288.0859375, 982.9921875, 262.328125, 264.7890625]"
0.00023269181687763618,1.1111111111111112,"[600.9765625, 563.4140625, 332.203125, 255.375, 291.6015625, 238.40625, 648.0078125, 333.765625, 490.6171875, 325.9375]"
0.00015851210158739011,2.121212121212121,"[681.828125, 727.4140625, 240.7734375, 257.328125, 283.9140625, 638.0625, 595.6015625, 221.484375, 686.1953125, 379.9765625]"
0.006317740971984859,2.8282828282828283,"[289.1796875, 257.640625, 264.125, 530.0859375, 354.59375, 587.9140625, 272.078125, 393.53125, 286.7734375, 435.8359375]"
0.0002154950870117,5.555555555555555,"[943.453125, 836.8515625, 846.6875, 915.0078125, 963.453125, 964.625, 979.9609375, 914.046875, 849.1015625, 947.3671875]"
0.0018495327188680687,1.6161616161616161,"[268.453125, 252.7890625, 299.2734375, 258.4609375, 274.65625, 671.265625, 252.0390625, 283.7109375, 235.2109375, 311.296875]"
0.09280954047418331,2.2222222222222223,"[1000.0, 997.671875, 990.3203125, 971.578125, 987.1875, 959.8828125, 954.9140625, 991.40625, 937.5625, 994.984375]"
0.000464381325261801,5.757575757575758,"[795.2265625, 954.984375, 809.3515625, 863.578125, 746.4375, 772.3359375, 769.859375, 775.734375, 691.015625, 676.53125]"
0.05855044475769315,0.30303030303030304,"[964.484375, 989.7578125, 969.2421875, 848.4921875, 793.8984375, 844.875, 984.4140625, 989.5234375, 793.2265625, 956.0390625]"
0.0005414548164181544,0.10101010101010101,"[234.484375, 210.21875, 237.828125, 204.953125, 335.859375, 223.421875, 226.8046875, 241.9140625, 236.7578125, 247.0078125]"
0.054223364435148066,0.40404040404040403,"[948.6328125, 947.3125, 902.84375, 711.1015625, 576.4296875, 860.59375, 989.6328125, 871.0546875, 805.1015625, 773.453125]"
0.007366298109070191,7.979797979797979,"[1000.0, 698.1015625, 906.5078125, 986.0859375, 950.8359375, 929.234375, 773.859375, 780.4375, 766.296875, 838.7890625]"
0.00014679750917903885,8.88888888888889,"[707.0546875, 978.125, 906.7890625, 1000.0, 965.2265625, 1000.0, 978.625, 954.140625, 978.2265625, 899.734375]"
0.00023269181687763618,3.8383838383838382,"[659.1875, 781.8203125, 806.53125, 772.5390625, 821.6328125, 894.84375, 822.0390625, 555.6640625, 827.1171875, 785.9609375]"
0.03167964452409658,9.191919191919192,"[996.921875, 984.8203125, 999.453125, 947.9765625, 953.1484375, 948.9609375, 985.0859375, 991.9765625, 979.453125, 991.1015625]"
0.08595059451754268,2.2222222222222223,"[995.0234375, 995.3515625, 1000.0, 978.40625, 955.046875, 964.1328125, 947.0859375, 995.609375, 901.890625, 982.9765625]"
