learning_rate,velocity_rew_weight,final_mean_return
4.6415888336127825e-05,5.959595959595959,"[871.0546875, 995.7265625, 956.3046875, 842.265625, 996.7578125, 984.1015625, 992.8515625, 996.1640625, 997.1015625, 1000.0]"
0.001,2.929292929292929,"[247.1484375, 268.2890625, 240.4296875, 237.9140625, 253.75, 286.2421875, 221.328125, 249.0078125, 232.953125, 258.765625]"
1.3219411484660286e-05,2.6262626262626263,"[1000.0, 994.6171875, 963.90625, 1000.0, 968.4765625, 994.5859375, 986.15625, 996.796875, 1000.0, 1000.0]"
0.004977023564332114,7.878787878787879,"[234.9453125, 262.6640625, 328.1328125, 374.734375, 309.2890625, 575.8125, 306.4375, 400.8671875, 321.125, 285.1796875]"
0.002009233002565048,8.181818181818182,"[302.7109375, 376.1015625, 298.640625, 283.9375, 237.765625, 441.1171875, 465.953125, 438.78125, 379.96875, 262.9453125]"
0.0010722672220103231,6.4646464646464645,"[294.703125, 270.171875, 313.5234375, 262.453125, 253.625, 305.4375, 349.8671875, 285.328125, 275.2734375, 257.8046875]"
0.0006579332246575682,1.2121212121212122,"[221.140625, 236.203125, 228.6484375, 229.1171875, 209.4453125, 255.234375, 250.625, 211.5, 188.1015625, 208.171875]"
4.037017258596558e-05,2.323232323232323,"[843.8515625, 759.171875, 902.8984375, 691.3125, 671.15625, 844.53125, 750.09375, 932.8515625, 699.859375, 839.703125]"
5.72236765935022e-05,2.121212121212121,"[888.875, 844.59375, 724.0390625, 843.3984375, 685.34375, 718.09375, 656.296875, 903.078125, 709.375, 700.890625]"
0.0003053855508833415,8.787878787878787,"[480.953125, 475.2578125, 508.0546875, 517.3515625, 479.3203125, 436.953125, 402.734375, 518.09375, 468.34375, 434.75]"
0.002009233002565048,1.0101010101010102,"[218.296875, 231.984375, 237.1796875, 231.6796875, 232.4921875, 218.0390625, 290.0, 238.546875, 208.9609375, 230.15625]"
0.00046415888336127817,6.565656565656566,"[350.5, 337.7421875, 319.2890625, 332.5859375, 294.578125, 274.0859375, 298.296875, 289.046875, 282.15625, 312.640625]"
0.00040370172585965576,4.94949494949495,"[329.203125, 300.7734375, 361.3828125, 305.3125, 289.75, 303.0390625, 354.875, 274.3046875, 278.5390625, 328.6640625]"
6.579332246575681e-05,4.040404040404041,"[658.265625, 857.6796875, 652.59375, 654.3125, 902.9296875, 557.3359375, 704.0859375, 820.21875, 825.1015625, 764.890625]"
0.003274549162877728,8.88888888888889,"[323.7734375, 343.75, 283.9296875, 297.4375, 386.6015625, 374.3203125, 415.2109375, 389.4921875, 267.671875, 298.953125]"
2.0092330025650458e-05,7.171717171717171,"[1000.0, 1000.0, 982.828125, 994.515625, 995.984375, 1000.0, 994.484375, 1000.0, 1000.0, 1000.0]"
0.00026560877829466864,2.8282828282828283,"[336.484375, 320.40625, 340.0859375, 297.796875, 274.640625, 308.5859375, 298.9765625, 272.9140625, 275.90625, 276.984375]"
0.0030538555088334154,4.242424242424242,"[266.390625, 306.484375, 293.515625, 263.40625, 281.484375, 291.8671875, 280.3515625, 258.7890625, 296.8125, 318.6015625]"
1.1497569953977357e-05,6.666666666666667,"[1000.0, 1000.0, 990.5078125, 1000.0, 996.8125, 996.1484375, 994.6875, 1000.0, 1000.0, 1000.0]"
0.0011497569953977356,6.161616161616162,"[302.2734375, 312.328125, 273.984375, 302.4921875, 277.703125, 258.671875, 340.171875, 262.5625, 273.953125, 272.1640625]"
3.764935806792471e-05,6.666666666666667,"[1000.0, 996.25, 997.0, 1000.0, 1000.0, 1000.0, 971.296875, 1000.0, 1000.0, 1000.0]"
1.072267222010323e-05,8.282828282828282,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 978.3671875, 994.7109375, 1000.0, 994.125, 1000.0]"
4.328761281083062e-05,2.323232323232323,"[706.0546875, 782.8125, 646.390625, 805.96875, 866.890625, 655.7421875, 962.390625, 795.140625, 768.640625, 714.7109375]"
0.0002009233002565046,4.848484848484849,"[484.46875, 421.3828125, 448.46875, 460.25, 385.421875, 422.4921875, 445.453125, 418.2734375, 523.34375, 558.1640625]"
1.873817422860383e-05,0.0,"[1000.0, 996.0625, 773.921875, 1000.0, 1000.0, 1000.0, 994.046875, 1000.0, 987.7421875, 1000.0]"
0.0001232846739442066,2.929292929292929,"[405.1171875, 446.3203125, 432.0625, 416.765625, 498.140625, 492.6796875, 447.96875, 536.5, 487.9375, 473.0703125]"
0.0009326033468832199,5.454545454545454,"[276.9375, 287.890625, 238.03125, 262.6875, 268.046875, 225.6015625, 271.34375, 267.671875, 256.109375, 284.8046875]"
2.310129700083158e-05,3.3333333333333335,"[994.7734375, 993.75, 991.0390625, 999.546875, 923.8671875, 971.203125, 993.8984375, 1000.0, 996.2734375, 1000.0]"
4.977023564332114e-05,0.8080808080808081,"[511.7265625, 498.625, 437.7578125, 453.640625, 414.5078125, 419.234375, 373.46875, 438.1484375, 449.828125, 497.4609375]"
0.0001519911082952933,0.20202020202020202,"[236.4296875, 285.7109375, 312.890625, 987.703125, 515.40625, 993.828125, 333.546875, 666.4765625, 339.0390625, 448.359375]"
0.0037649358067924675,7.979797979797979,"[262.4375, 355.8828125, 494.2890625, 352.6328125, 323.03125, 391.875, 340.421875, 307.3984375, 411.390625, 252.453125]"
9.999999999999999e-05,1.4141414141414141,"[434.5390625, 484.2265625, 405.0625, 533.3359375, 346.0390625, 354.2890625, 465.515625, 403.9921875, 447.6484375, 454.109375]"
0.007564633275546291,5.252525252525253,"[384.125, 352.71875, 458.5078125, 822.1015625, 354.3203125, 379.875, 461.5078125, 567.9375, 439.65625, 402.0625]"
0.001519911082952933,8.282828282828282,"[323.5, 325.3828125, 321.953125, 268.671875, 252.6796875, 587.5703125, 302.40625, 249.234375, 302.453125, 335.34375]"
0.00028480358684358016,0.6060606060606061,"[250.703125, 216.703125, 245.4609375, 476.6171875, 319.140625, 404.9375, 224.40625, 282.5703125, 249.1796875, 276.6484375]"
0.0011497569953977356,9.8989898989899,"[305.2890625, 281.15625, 282.7734375, 280.6015625, 348.640625, 365.4765625, 444.9921875, 296.6640625, 276.9140625, 343.59375]"
7.56463327554629e-05,6.4646464646464645,"[858.2734375, 917.359375, 795.7109375, 723.8125, 992.28125, 812.5078125, 799.859375, 881.34375, 827.1640625, 929.359375]"
1.873817422860383e-05,2.727272727272727,"[1000.0, 988.5546875, 955.25, 1000.0, 937.421875, 970.6171875, 984.4140625, 994.859375, 1000.0, 1000.0]"
0.00023101297000831602,7.979797979797979,"[540.671875, 491.2734375, 423.0625, 429.171875, 400.8203125, 512.8515625, 582.5859375, 558.84375, 598.140625, 564.515625]"
1.4174741629268048e-05,8.282828282828282,"[1000.0, 1000.0, 992.4375, 994.375, 994.3359375, 987.8671875, 987.734375, 994.8125, 1000.0, 1000.0]"
0.006135907273413175,5.353535353535354,"[294.28125, 408.625, 317.1484375, 402.1171875, 312.0859375, 386.25, 360.015625, 470.8515625, 437.8515625, 338.703125]"
0.0008697490026177834,5.252525252525253,"[315.9609375, 303.46875, 257.9296875, 256.515625, 265.5, 306.984375, 283.359375, 258.4140625, 237.15625, 274.2265625]"
1.7475284000076827e-05,4.343434343434343,"[1000.0, 997.0625, 996.453125, 1000.0, 994.1640625, 973.59375, 978.4921875, 993.7734375, 994.8046875, 1000.0]"
3.053855508833412e-05,7.373737373737374,"[1000.0, 1000.0, 1000.0, 1000.0, 998.703125, 1000.0, 994.5234375, 994.796875, 996.921875, 1000.0]"
0.0007054802310718646,7.2727272727272725,"[271.953125, 277.3203125, 322.6328125, 332.96875, 276.296875, 289.2265625, 268.5234375, 263.265625, 271.6328125, 310.703125]"
0.0021544346900318847,4.343434343434343,"[271.796875, 283.3359375, 280.3359375, 286.3515625, 360.109375, 296.796875, 256.5546875, 272.4140625, 264.125, 274.4375]"
0.00021544346900318845,7.2727272727272725,"[750.7890625, 559.109375, 464.4609375, 474.25, 515.46875, 434.125, 404.5078125, 430.25, 469.3203125, 448.0078125]"
3.274549162877731e-05,5.757575757575758,"[999.5546875, 998.796875, 990.0078125, 979.5546875, 995.953125, 982.8828125, 987.6484375, 1000.0, 1000.0, 995.4375]"
5.3366992312063123e-05,8.484848484848484,"[1000.0, 1000.0, 998.921875, 996.8828125, 991.8203125, 1000.0, 907.703125, 995.484375, 1000.0, 997.0078125]"
0.00010722672220103231,9.191919191919192,"[886.25, 995.25, 779.6328125, 890.359375, 958.875, 817.1796875, 628.5859375, 727.484375, 717.2734375, 972.6484375]"
0.0003053855508833415,2.4242424242424243,"[304.2734375, 255.6484375, 290.0234375, 262.5703125, 259.1875, 295.796875, 281.8515625, 270.8359375, 293.9765625, 350.84375]"
0.00011497569953977356,4.242424242424242,"[575.375, 591.046875, 453.5625, 546.421875, 558.9453125, 554.71875, 457.953125, 523.78125, 583.015625, 603.2734375]"
2.154434690031882e-05,5.151515151515151,"[997.1640625, 993.265625, 990.40625, 1000.0, 1000.0, 993.984375, 980.203125, 1000.0, 995.671875, 1000.0]"
6.135907273413175e-05,5.05050505050505,"[936.734375, 837.78125, 709.734375, 930.0078125, 816.7578125, 981.6640625, 761.828125, 871.046875, 906.5625, 817.4453125]"
8.111308307896872e-05,1.1111111111111112,"[465.5859375, 411.03125, 448.09375, 465.2109375, 337.953125, 355.1328125, 318.328125, 368.7265625, 413.1171875, 492.6875]"
0.0001873817422860383,6.666666666666667,"[563.5703125, 411.890625, 586.90625, 491.734375, 418.5859375, 603.2734375, 633.3828125, 543.0234375, 429.921875, 563.453125]"
0.001873817422860385,4.040404040404041,"[277.2109375, 264.0625, 256.4453125, 279.4140625, 264.1328125, 251.8203125, 284.3203125, 314.6640625, 279.5, 280.296875]"
