gae_lambda,velocity_rew_weight,final_mean_return
0.8666666666666667,7.979797979797979,"[879.265625, 952.8125, 999.40625, 995.125, 989.8125, 996.1484375, 927.078125, 906.921875, 1000.0, 997.28125]"
0.9252525252525252,2.727272727272727,"[422.9140625, 485.125, 402.3671875, 365.2109375, 397.9765625, 439.0, 391.3984375, 462.84375, 432.7890625, 447.6171875]"
0.8464646464646465,2.8282828282828283,"[426.2109375, 1000.0, 445.765625, 437.1796875, 476.6640625, 397.640625, 651.6484375, 602.25, 860.3671875, 977.7421875]"
0.9333333333333333,5.959595959595959,"[465.453125, 657.234375, 499.9921875, 542.5390625, 494.7890625, 528.2734375, 540.0546875, 554.828125, 489.4921875, 587.2890625]"
0.9393939393939394,1.1111111111111112,"[378.40625, 309.34375, 311.5546875, 366.296875, 745.3046875, 302.6328125, 272.796875, 275.5234375, 288.828125, 397.0625]"
0.9050505050505051,8.686868686868687,"[883.9609375, 1000.0, 638.890625, 766.1875, 742.765625, 995.328125, 701.703125, 588.015625, 1000.0, 999.09375]"
0.9717171717171718,6.666666666666667,"[533.0859375, 495.375, 398.53125, 449.765625, 558.125, 407.828125, 357.8828125, 349.640625, 411.0, 402.515625]"
0.8848484848484849,2.323232323232323,"[411.5390625, 909.3984375, 461.125, 411.234375, 388.3046875, 434.1328125, 407.6796875, 420.9765625, 429.890625, 512.9140625]"
0.8181818181818182,5.353535353535354,"[668.671875, 1000.0, 795.5859375, 987.515625, 799.8359375, 714.9375, 791.8359375, 996.15625, 996.5859375, 1000.0]"
1.0,5.151515151515151,"[417.1875, 432.609375, 421.5625, 468.2578125, 269.5, 600.875, 439.8359375, 429.0546875, 304.7265625, 384.5859375]"
0.8646464646464647,0.8080808080808081,"[382.4375, 335.671875, 439.0078125, 377.1015625, 376.7890625, 471.9140625, 377.234375, 386.15625, 448.75, 438.671875]"
0.9434343434343435,8.181818181818182,"[692.71875, 665.453125, 488.3984375, 572.4453125, 535.5703125, 488.671875, 532.8984375, 489.9765625, 539.7890625, 604.7421875]"
0.896969696969697,1.5151515151515151,"[463.46875, 425.6015625, 356.7734375, 393.6640625, 375.390625, 441.0234375, 338.0390625, 362.3125, 398.2109375, 379.0625]"
0.9838383838383838,1.2121212121212122,"[290.5390625, 265.5859375, 269.9140625, 261.59375, 283.375, 253.359375, 243.4921875, 269.640625, 259.359375, 281.2265625]"
0.8424242424242424,2.727272727272727,"[576.265625, 995.8125, 515.7578125, 523.171875, 446.890625, 416.9921875, 611.5546875, 940.625, 1000.0, 999.2734375]"
0.9555555555555556,7.373737373737374,"[478.3046875, 486.46875, 470.390625, 511.71875, 560.1171875, 495.34375, 453.5, 486.7734375, 453.59375, 519.0625]"
0.9939393939393939,2.4242424242424243,"[344.7109375, 279.0625, 283.421875, 305.765625, 287.578125, 311.2265625, 264.234375, 304.4921875, 281.796875, 279.421875]"
0.8686868686868687,0.7070707070707071,"[505.1015625, 308.2265625, 440.453125, 355.09375, 411.4375, 373.3984375, 330.8515625, 511.71875, 328.9140625, 403.5390625]"
1.0,8.88888888888889,"[418.2109375, 384.21875, 670.3125, 501.8125, 406.15625, 379.1875, 509.71875, 381.875, 336.1484375, 377.125]"
0.8222222222222223,8.686868686868687,"[1000.0, 1000.0, 1000.0, 989.7265625, 993.9609375, 982.0, 958.7109375, 1000.0, 1000.0, 1000.0]"
0.9232323232323233,5.757575757575758,"[565.3671875, 621.4375, 514.171875, 495.3203125, 490.640625, 557.28125, 488.4921875, 719.765625, 478.28125, 998.5390625]"
0.8020202020202021,8.98989898989899,"[999.0859375, 1000.0, 994.84375, 997.984375, 996.0859375, 994.59375, 1000.0, 1000.0, 994.53125, 1000.0]"
0.8606060606060606,3.7373737373737375,"[592.28125, 1000.0, 580.1796875, 498.9375, 640.9140625, 508.984375, 565.2578125, 496.34375, 997.3515625, 936.203125]"
0.9676767676767677,6.565656565656566,"[475.0703125, 458.7421875, 376.59375, 447.34375, 479.2578125, 501.2890625, 377.15625, 428.703125, 426.625, 416.75]"
0.901010101010101,1.4141414141414141,"[388.9921875, 377.4375, 373.0, 368.125, 379.9296875, 397.765625, 361.75, 409.3515625, 414.015625, 481.484375]"
0.8686868686868687,6.96969696969697,"[783.828125, 1000.0, 960.3828125, 1000.0, 588.6875, 662.984375, 471.9609375, 1000.0, 1000.0, 1000.0]"
0.8161616161616162,0.40404040404040403,"[544.6953125, 766.5078125, 771.5859375, 287.2578125, 518.84375, 782.9921875, 900.2734375, 590.1171875, 814.859375, 751.90625]"
0.9474747474747475,6.8686868686868685,"[457.7265625, 494.7421875, 530.34375, 547.6875, 459.6171875, 522.7578125, 564.828125, 486.8515625, 586.859375, 602.1875]"
0.9919191919191919,9.292929292929292,"[398.84375, 417.96875, 479.671875, 687.2890625, 415.328125, 422.5703125, 369.734375, 412.390625, 422.0234375, 335.359375]"
0.9737373737373738,7.171717171717171,"[495.90625, 488.3984375, 437.390625, 376.8984375, 447.375, 560.2421875, 419.2421875, 417.734375, 352.078125, 442.890625]"
0.9535353535353536,2.0202020202020203,"[308.53125, 340.265625, 319.3828125, 336.3984375, 342.6171875, 321.9921875, 299.7421875, 320.8828125, 321.6796875, 313.0078125]"
0.9353535353535354,4.94949494949495,"[518.2578125, 440.875, 510.5546875, 566.5703125, 446.4375, 503.625, 459.890625, 439.9609375, 426.90625, 814.0859375]"
0.8404040404040405,8.484848484848484,"[1000.0, 1000.0, 999.671875, 1000.0, 1000.0, 967.7734375, 949.3046875, 753.375, 1000.0, 996.375]"
0.8202020202020203,3.3333333333333335,"[630.375, 886.328125, 1000.0, 740.8203125, 502.8984375, 441.9140625, 884.453125, 1000.0, 992.8984375, 1000.0]"
0.898989898989899,3.2323232323232323,"[412.2890625, 610.953125, 463.6953125, 531.6640625, 411.8359375, 417.2265625, 576.734375, 425.9609375, 484.0703125, 503.875]"
0.9858585858585859,6.363636363636363,"[378.40625, 335.6171875, 352.4296875, 385.0078125, 304.3515625, 364.0078125, 409.9921875, 386.640625, 332.8359375, 370.875]"
0.9070707070707071,6.4646464646464645,"[518.9921875, 462.8828125, 666.4765625, 854.7421875, 600.453125, 593.0390625, 642.078125, 576.3046875, 999.3515625, 995.703125]"
0.8585858585858586,1.8181818181818181,"[385.0390625, 491.9453125, 428.4375, 351.390625, 413.5078125, 393.078125, 374.1484375, 456.4453125, 435.2734375, 905.0234375]"
0.8040404040404041,4.242424242424242,"[793.546875, 1000.0, 1000.0, 660.546875, 647.078125, 506.875, 977.046875, 911.9140625, 987.0234375, 1000.0]"
0.8828282828282829,4.141414141414141,"[487.03125, 909.1484375, 656.1640625, 630.59375, 481.4921875, 514.828125, 574.578125, 509.1484375, 1000.0, 517.6171875]"
0.8525252525252526,7.6767676767676765,"[999.8203125, 1000.0, 1000.0, 864.3828125, 986.78125, 994.5, 970.4921875, 1000.0, 1000.0, 994.796875]"
0.9111111111111111,2.4242424242424243,"[472.6484375, 453.53125, 441.2890625, 387.0078125, 379.9375, 398.9921875, 405.0, 336.28125, 463.1328125, 403.59375]"
0.9535353535353536,4.747474747474747,"[495.8828125, 474.265625, 454.1171875, 412.5, 444.5390625, 496.25, 385.84375, 413.5, 400.5859375, 448.0390625]"
0.997979797979798,7.171717171717171,"[359.90625, 474.1875, 342.1484375, 400.1796875, 321.828125, 548.25, 469.2265625, 411.0, 307.3125, 335.4296875]"
0.8121212121212121,2.8282828282828283,"[725.5625, 1000.0, 1000.0, 658.4140625, 536.875, 459.0859375, 860.25, 995.2890625, 996.5625, 892.375]"
0.9494949494949495,2.121212121212121,"[403.9765625, 334.2109375, 344.1875, 344.09375, 404.71875, 325.796875, 332.484375, 416.0234375, 368.4296875, 369.390625]"
0.8707070707070708,2.2222222222222223,"[445.6640625, 550.9609375, 518.0078125, 394.7421875, 389.7734375, 466.3828125, 434.8828125, 546.8359375, 402.828125, 591.3046875]"
0.9191919191919192,5.656565656565657,"[585.890625, 512.4765625, 635.390625, 540.8828125, 530.8671875, 484.9765625, 723.375, 513.9921875, 620.453125, 615.0234375]"
0.898989898989899,5.959595959595959,"[684.7265625, 496.6953125, 640.9140625, 513.796875, 581.9453125, 533.0234375, 864.2109375, 503.8984375, 984.765625, 707.40625]"
0.8161616161616162,3.4343434343434343,"[780.921875, 1000.0, 998.7734375, 590.796875, 547.5234375, 609.359375, 845.6015625, 665.1484375, 1000.0, 1000.0]"
0.9656565656565657,3.9393939393939394,"[325.875, 393.6328125, 448.734375, 356.546875, 349.2734375, 313.3046875, 385.5078125, 367.2265625, 351.2890625, 386.1796875]"
0.9373737373737374,6.666666666666667,"[511.5703125, 502.9375, 578.828125, 546.4375, 548.1953125, 509.6796875, 524.5, 521.8046875, 492.5546875, 636.6796875]"
0.8505050505050505,2.323232323232323,"[485.671875, 800.015625, 519.3046875, 401.140625, 429.3828125, 343.53125, 553.8359375, 706.6875, 971.5625, 997.7578125]"
0.8828282828282829,7.878787878787879,"[749.7421875, 1000.0, 1000.0, 999.9375, 1000.0, 949.953125, 998.7109375, 916.5078125, 940.2265625, 1000.0]"
0.9555555555555556,0.0,"[1000.0, 995.046875, 860.0234375, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 952.9765625, 1000.0]"
0.8565656565656566,0.20202020202020202,"[429.46875, 287.5703125, 440.0625, 1000.0, 1000.0, 1000.0, 267.609375, 660.59375, 561.5625, 280.859375]"
0.8626262626262626,1.5151515151515151,"[409.5078125, 397.3515625, 463.328125, 439.859375, 347.1953125, 409.453125, 411.9453125, 530.0078125, 380.1796875, 335.90625]"
0.9757575757575758,6.161616161616162,"[416.1015625, 325.0390625, 463.0625, 388.0390625, 363.921875, 438.578125, 419.4609375, 342.09375, 294.765625, 357.5546875]"
0.8222222222222223,1.3131313131313131,"[692.9609375, 615.796875, 449.890625, 379.5703125, 395.734375, 330.6484375, 407.921875, 386.640625, 555.6640625, 461.8828125]"
0.9434343434343435,1.9191919191919191,"[378.078125, 342.1796875, 365.203125, 369.1640625, 388.609375, 358.5546875, 348.203125, 302.625, 331.1015625, 383.828125]"
0.9212121212121213,7.373737373737374,"[557.859375, 555.3125, 500.6484375, 604.1484375, 782.3671875, 627.8046875, 563.640625, 887.71875, 728.7890625, 997.375]"
0.9959595959595959,2.929292929292929,"[276.125, 280.3828125, 412.2265625, 308.2734375, 319.4609375, 246.84375, 234.1328125, 309.4921875, 286.9921875, 323.796875]"
0.9878787878787879,5.353535353535354,"[371.4375, 262.7890625, 345.609375, 309.5546875, 254.3203125, 408.546875, 261.890625, 318.0546875, 265.4140625, 332.1796875]"
0.9555555555555556,2.727272727272727,"[343.1796875, 360.8671875, 408.6015625, 293.40625, 357.8203125, 345.109375, 329.390625, 376.671875, 315.90625, 367.1484375]"
0.8343434343434344,0.7070707070707071,"[543.3125, 650.390625, 607.515625, 463.8359375, 372.2109375, 456.453125, 628.90625, 835.328125, 629.4921875, 666.125]"
0.888888888888889,5.757575757575758,"[512.4375, 518.8984375, 574.8671875, 501.6328125, 850.21875, 772.515625, 811.75, 1000.0, 901.5703125, 988.1328125]"
0.9333333333333333,8.181818181818182,"[514.9609375, 462.4296875, 564.78125, 497.546875, 563.5703125, 520.859375, 613.84375, 514.28125, 729.078125, 715.8515625]"
0.9414141414141415,8.787878787878787,"[602.4609375, 534.7109375, 700.5703125, 516.109375, 943.625, 513.0390625, 579.8515625, 534.3515625, 662.171875, 523.3359375]"
0.9656565656565657,1.0101010101010102,"[266.0859375, 269.328125, 283.5, 256.1171875, 291.3828125, 364.765625, 245.6796875, 271.96875, 262.671875, 287.453125]"
0.8808080808080808,0.20202020202020202,"[256.1640625, 699.3046875, 446.6015625, 1000.0, 993.859375, 1000.0, 994.90625, 577.5859375, 564.9453125, 977.1953125]"
0.8545454545454546,6.666666666666667,"[584.171875, 1000.0, 856.5234375, 1000.0, 918.1953125, 867.0703125, 969.8125, 974.984375, 998.2109375, 997.828125]"
0.8666666666666667,1.4141414141414141,"[427.4921875, 541.3671875, 401.0625, 377.828125, 351.703125, 379.4296875, 448.2734375, 387.015625, 488.7890625, 690.4453125]"
0.8343434343434344,6.96969696969697,"[896.0390625, 997.1875, 1000.0, 715.828125, 955.09375, 991.59375, 804.0, 955.4375, 970.8359375, 1000.0]"
0.9575757575757575,9.292929292929292,"[567.9453125, 755.7890625, 494.6640625, 464.9453125, 644.0703125, 651.5234375, 424.71875, 474.6171875, 394.75, 685.53125]"
0.9676767676767677,1.9191919191919191,"[321.1171875, 291.4140625, 313.3359375, 284.125, 279.0, 282.4296875, 266.0390625, 266.7265625, 295.453125, 332.296875]"
0.9757575757575758,9.8989898989899,"[483.5390625, 560.5078125, 521.78125, 424.3046875, 453.0078125, 485.8046875, 442.1015625, 404.3125, 627.28125, 668.2734375]"
0.9797979797979798,4.848484848484849,"[320.96875, 318.4765625, 367.7265625, 329.90625, 347.4921875, 408.9140625, 300.5, 349.6640625, 306.234375, 334.25]"
0.901010101010101,4.94949494949495,"[612.953125, 896.2578125, 581.5234375, 588.46875, 604.1640625, 641.8984375, 536.7109375, 513.28125, 920.734375, 847.484375]"
0.9454545454545454,7.373737373737374,"[605.0546875, 588.2109375, 488.2890625, 484.1796875, 435.828125, 533.75, 573.2734375, 571.0625, 528.390625, 653.65625]"
0.9252525252525252,7.6767676767676765,"[509.8046875, 681.328125, 523.5859375, 483.1875, 931.4921875, 594.1015625, 613.2890625, 528.96875, 935.921875, 729.453125]"
0.8585858585858586,0.7070707070707071,"[416.8828125, 278.34375, 479.5625, 356.59375, 340.6171875, 564.890625, 415.8984375, 520.3671875, 374.0546875, 440.125]"
0.9919191919191919,5.656565656565657,"[349.4765625, 327.734375, 296.5546875, 386.453125, 302.21875, 320.8671875, 444.3046875, 336.375, 283.4140625, 375.8359375]"
0.8383838383838385,8.585858585858587,"[828.0, 1000.0, 1000.0, 1000.0, 994.9453125, 967.640625, 900.859375, 995.2109375, 993.4140625, 996.9921875]"
0.8242424242424243,3.0303030303030303,"[878.6953125, 1000.0, 985.6484375, 534.5703125, 435.0390625, 535.3046875, 513.25, 874.734375, 1000.0, 529.1484375]"
0.9737373737373738,3.5353535353535355,"[337.921875, 356.890625, 341.0625, 307.5234375, 365.453125, 340.2421875, 320.2890625, 354.328125, 282.9921875, 341.109375]"
0.8727272727272728,6.4646464646464645,"[1000.0, 992.8359375, 979.078125, 950.8984375, 772.7421875, 886.265625, 534.1953125, 995.2734375, 1000.0, 1000.0]"
0.9717171717171718,8.98989898989899,"[582.2421875, 479.1796875, 439.03125, 352.484375, 502.6015625, 557.921875, 528.796875, 435.21875, 526.84375, 478.65625]"
1.0,9.09090909090909,"[344.1015625, 400.5234375, 732.953125, 590.9921875, 401.796875, 458.8359375, 390.8125, 594.25, 436.203125, 335.890625]"
0.8585858585858586,6.96969696969697,"[881.59375, 1000.0, 913.6484375, 992.8984375, 998.796875, 709.078125, 980.0, 1000.0, 922.609375, 1000.0]"
