learning_rate,distance_rew_weight,final_mean_return
0.0008697490026177834,5.252525252525253,"[195.3359375, 184.2265625, 217.4609375, 200.6171875, 201.0859375, 217.0, 204.5703125, 212.625, 205.7109375, 189.7265625]"
1.7475284000076827e-05,4.343434343434343,"[372.421875, 669.3671875, 697.7421875, 495.6328125, 649.640625, 856.7421875, 353.609375, 428.5234375, 720.5546875, 457.78125]"
3.053855508833412e-05,7.373737373737374,"[622.6953125, 364.140625, 692.1953125, 908.2265625, 459.6640625, 1000.0, 589.5703125, 938.8046875, 948.0234375, 619.015625]"
0.0007054802310718646,7.2727272727272725,"[200.359375, 202.3203125, 213.5234375, 207.2734375, 204.9921875, 194.546875, 930.8828125, 204.6484375, 216.2109375, 204.359375]"
0.0021544346900318847,4.343434343434343,"[232.28125, 209.625, 215.0234375, 193.5234375, 196.1875, 236.2109375, 204.7578125, 609.5, 195.9140625, 213.6484375]"
0.00021544346900318845,7.2727272727272725,"[402.0, 239.8359375, 230.828125, 285.6015625, 302.796875, 215.65625, 222.0703125, 523.4609375, 348.0234375, 256.984375]"
3.274549162877731e-05,5.757575757575758,"[617.015625, 398.4921875, 376.65625, 757.3515625, 414.5078125, 1000.0, 472.4140625, 814.7265625, 694.0546875, 544.6796875]"
5.3366992312063123e-05,8.484848484848484,"[987.6796875, 542.5703125, 516.4921875, 810.9921875, 895.546875, 1000.0, 962.21875, 889.71875, 578.265625, 599.8125]"
0.00010722672220103231,9.191919191919192,"[484.0, 807.203125, 247.9609375, 454.5234375, 669.25, 1000.0, 622.90625, 407.859375, 669.484375, 406.171875]"
0.0003053855508833415,2.4242424242424243,"[228.8671875, 253.9921875, 268.875, 226.0625, 252.375, 216.9765625, 230.484375, 233.703125, 230.75, 238.546875]"
0.00011497569953977356,4.242424242424242,"[333.1875, 325.015625, 294.9375, 301.6953125, 234.03125, 294.6484375, 248.8828125, 267.0078125, 331.046875, 287.0234375]"
2.154434690031882e-05,5.151515151515151,"[373.7578125, 509.765625, 357.1953125, 408.8671875, 465.5390625, 1000.0, 570.046875, 960.0234375, 694.921875, 416.75]"
6.135907273413175e-05,5.05050505050505,"[299.921875, 282.0703125, 414.234375, 455.7734375, 322.4921875, 275.203125, 290.8203125, 336.078125, 477.953125, 302.5859375]"
8.111308307896872e-05,1.1111111111111112,"[466.25, 476.4140625, 365.1796875, 376.3828125, 337.7265625, 432.9296875, 375.078125, 390.75, 456.3125, 387.921875]"
0.001873817422860385,4.040404040404041,"[223.3984375, 187.5234375, 204.2890625, 991.7421875, 211.3515625, 245.2265625, 232.3359375, 220.7421875, 201.015625, 214.90625]"
0.0001873817422860383,6.666666666666667,"[332.734375, 313.7265625, 636.75, 254.296875, 319.7734375, 298.046875, 293.125, 268.4296875, 403.328125, 320.328125]"
1.5199110829529332e-05,1.7171717171717171,"[596.7578125, 562.5, 467.1875, 572.0390625, 692.9609375, 420.4296875, 473.6171875, 492.3046875, 660.46875, 571.2578125]"
0.0006135907273413175,2.0202020202020203,"[201.4765625, 219.953125, 182.09375, 210.59375, 225.7578125, 222.9375, 194.40625, 212.46875, 228.3984375, 207.65625]"
0.0003511191734215131,9.595959595959595,"[296.34375, 291.1875, 266.9453125, 209.390625, 287.546875, 261.0078125, 783.453125, 679.84375, 228.9296875, 202.109375]"
0.0001519911082952933,8.383838383838384,"[289.5390625, 542.8203125, 303.40625, 556.640625, 598.015625, 735.2578125, 925.6171875, 857.234375, 319.7890625, 392.6953125]"
0.001873817422860385,0.5050505050505051,"[224.984375, 253.9609375, 234.90625, 219.9375, 255.7734375, 221.1328125, 231.640625, 226.2578125, 217.46875, 245.6015625]"
0.003511191734215131,9.292929292929292,"[245.1328125, 242.4921875, 205.1015625, 210.6796875, 200.7734375, 234.234375, 200.9296875, 268.7265625, 242.1640625, 221.8046875]"
2.6560877829466838e-05,2.525252525252525,"[425.9140625, 364.3828125, 529.4765625, 385.578125, 419.3828125, 437.546875, 280.1484375, 536.5859375, 566.9765625, 420.109375]"
4.977023564332114e-05,6.8686868686868685,"[696.5390625, 556.015625, 435.2734375, 355.921875, 838.8125, 851.2578125, 384.9609375, 968.2421875, 514.671875, 455.390625]"
1.2328467394420658e-05,5.252525252525253,"[633.4921875, 500.328125, 542.109375, 1000.0, 921.3515625, 993.8203125, 887.2890625, 993.7265625, 754.6171875, 390.8359375]"
0.006579332246575682,5.05050505050505,"[235.5546875, 246.09375, 263.7421875, 216.3046875, 316.8671875, 241.4921875, 994.3125, 261.625, 207.1796875, 231.484375]"
8.111308307896872e-05,3.8383838383838382,"[389.8984375, 414.921875, 295.078125, 282.5234375, 402.015625, 284.953125, 305.921875, 386.8359375, 374.9921875, 246.8671875]"
0.00572236765935022,3.5353535353535355,"[201.296875, 258.125, 233.359375, 246.5390625, 244.03125, 331.9609375, 252.6484375, 995.1015625, 348.203125, 223.9375]"
2.154434690031882e-05,8.88888888888889,"[976.609375, 750.09375, 933.8359375, 1000.0, 994.578125, 1000.0, 991.6015625, 1000.0, 993.4609375, 963.7265625]"
0.0017475284000076847,9.696969696969697,"[210.46875, 248.15625, 236.1484375, 224.3515625, 186.5703125, 228.78125, 247.5078125, 257.1875, 197.109375, 198.6953125]"
2.8480358684358048e-05,8.181818181818182,"[957.96875, 574.4375, 714.9609375, 993.875, 941.625, 994.609375, 956.890625, 993.4921875, 963.53125, 968.9296875]"
4.6415888336127825e-05,8.181818181818182,"[639.421875, 993.703125, 545.4765625, 801.5390625, 735.484375, 993.890625, 870.4375, 993.734375, 496.421875, 544.328125]"
0.00017475284000076832,6.767676767676767,"[275.6796875, 306.3828125, 361.6640625, 242.40625, 482.453125, 364.59375, 240.3125, 328.2265625, 259.5078125, 237.7265625]"
0.0046415888336127815,5.757575757575758,"[200.5625, 983.7734375, 208.0546875, 819.859375, 808.375, 241.25, 1000.0, 261.140625, 215.2890625, 228.4609375]"
2.4770763559917088e-05,8.282828282828282,"[760.25, 993.8125, 911.4296875, 995.9140625, 994.0390625, 993.9140625, 987.71875, 993.34375, 987.0546875, 981.1796875]"
0.007054802310718645,8.686868686868687,"[327.4453125, 710.84375, 241.953125, 199.625, 392.421875, 274.8359375, 277.359375, 206.5234375, 236.03125, 306.015625]"
1.6297508346206434e-05,0.20202020202020202,"[1000.0, 1000.0, 997.5625, 1000.0, 977.046875, 1000.0, 990.90625, 996.03125, 1000.0, 1000.0]"
9.999999999999999e-05,4.94949494949495,"[421.0703125, 439.9453125, 429.78125, 271.0390625, 615.65625, 328.7109375, 263.828125, 232.828125, 319.328125, 271.421875]"
3.053855508833412e-05,0.0,"[1000.0, 1000.0, 1000.0, 1000.0, 991.65625, 997.2734375, 974.6640625, 1000.0, 1000.0, 1000.0]"
0.004037017258596553,6.565656565656566,"[233.171875, 724.6875, 202.96875, 253.2421875, 201.03125, 213.78125, 937.9921875, 648.3828125, 210.171875, 209.8828125]"
0.001519911082952933,4.646464646464646,"[199.6640625, 204.78125, 218.171875, 210.515625, 305.3203125, 218.8515625, 210.40625, 212.7109375, 197.28125, 195.46875]"
0.0010722672220103231,8.787878787878787,"[205.671875, 200.46875, 209.0078125, 186.4375, 222.3515625, 197.078125, 201.5390625, 238.6640625, 194.5078125, 181.90625]"
1.3219411484660286e-05,8.585858585858587,"[1000.0, 994.1875, 898.125, 1000.0, 993.734375, 993.78125, 981.5703125, 1000.0, 1000.0, 988.9921875]"
4.037017258596558e-05,5.656565656565657,"[401.8359375, 350.625, 417.921875, 531.9296875, 671.484375, 987.109375, 326.546875, 522.4296875, 613.9375, 340.140625]"
3.053855508833412e-05,2.727272727272727,"[420.046875, 380.8515625, 402.5390625, 542.84375, 546.328125, 520.984375, 459.203125, 480.859375, 438.359375, 329.7890625]"
1.4174741629268048e-05,4.646464646464646,"[485.328125, 569.421875, 430.8984375, 492.2890625, 740.90625, 955.7734375, 584.046875, 409.15625, 801.234375, 470.5703125]"
0.0002009233002565046,7.070707070707071,"[326.21875, 295.3046875, 237.96875, 242.2421875, 238.6328125, 561.78125, 545.7421875, 347.9375, 265.3671875, 216.71875]"
0.00013219411484660285,9.494949494949495,"[968.6015625, 611.6640625, 447.359375, 394.1484375, 818.6484375, 936.6171875, 578.3515625, 942.859375, 390.9609375, 596.34375]"
5.72236765935022e-05,8.080808080808081,"[773.9453125, 625.7734375, 246.078125, 545.3046875, 488.3828125, 1000.0, 632.0078125, 917.90625, 745.9609375, 898.359375]"
0.0001232846739442066,5.151515151515151,"[303.625, 338.59375, 319.0546875, 257.390625, 251.2734375, 271.5078125, 776.5234375, 336.6875, 288.671875, 302.3671875]"
1.1497569953977357e-05,8.98989898989899,"[1000.0, 1000.0, 993.796875, 1000.0, 993.8984375, 993.7890625, 993.546875, 994.375, 993.6640625, 1000.0]"
0.0011497569953977356,8.484848484848484,"[215.0703125, 257.890625, 229.015625, 189.2109375, 216.828125, 212.9140625, 185.296875, 245.2265625, 196.625, 221.640625]"
0.0009326033468832199,6.0606060606060606,"[214.0703125, 205.7734375, 195.390625, 202.75, 186.796875, 197.390625, 211.140625, 206.3046875, 208.75, 204.5859375]"
3.764935806792471e-05,8.98989898989899,"[908.6875, 948.1875, 727.625, 1000.0, 988.1015625, 1000.0, 905.1328125, 1000.0, 852.890625, 457.9140625]"
0.002009233002565048,0.8080808080808081,"[209.7890625, 240.8203125, 217.6171875, 208.734375, 213.6484375, 214.796875, 257.9140625, 219.9453125, 258.4921875, 238.3359375]"
0.0003511191734215131,3.2323232323232323,"[200.6640625, 197.8984375, 235.265625, 223.1328125, 223.296875, 218.0078125, 809.203125, 241.7578125, 204.28125, 212.9140625]"
0.0013219411484660286,2.121212121212121,"[207.09375, 220.2578125, 226.7109375, 188.375, 212.921875, 208.1171875, 204.0703125, 223.9609375, 195.8671875, 209.1796875]"
5.72236765935022e-05,9.797979797979798,"[993.625, 987.75, 807.171875, 712.625, 1000.0, 1000.0, 569.765625, 993.5625, 953.6171875, 570.265625]"
0.00014174741629268046,3.3333333333333335,"[279.25, 249.9453125, 308.7109375, 274.765625, 252.40625, 251.1640625, 233.8046875, 279.3828125, 307.4921875, 292.578125]"
9.326033468832199e-05,9.595959595959595,"[824.453125, 607.8671875, 707.0703125, 977.9375, 732.671875, 947.3984375, 656.46875, 993.84375, 953.8359375, 544.3203125]"
3.764935806792471e-05,1.8181818181818181,"[544.7578125, 424.6484375, 462.7734375, 479.078125, 509.5625, 493.484375, 396.8671875, 388.09375, 423.2734375, 539.2109375]"
0.0030538555088334154,8.585858585858587,"[213.25, 525.1484375, 255.171875, 211.3828125, 815.5078125, 218.0234375, 190.6953125, 212.75, 182.4296875, 218.3984375]"
7.054802310718644e-05,9.696969696969697,"[495.546875, 853.125, 777.15625, 909.25, 993.53125, 993.8828125, 625.78125, 1000.0, 994.3046875, 638.0]"
4.328761281083062e-05,5.656565656565657,"[378.8125, 372.0390625, 566.5, 396.9453125, 524.328125, 663.3125, 338.9609375, 970.4296875, 479.2109375, 407.6953125]"
0.0037649358067924675,1.4141414141414141,"[225.3671875, 250.9375, 280.578125, 276.8671875, 212.65625, 246.578125, 280.625, 247.0859375, 260.953125, 234.46875]"
0.0012328467394420659,9.191919191919192,"[202.1015625, 222.5546875, 213.2890625, 894.5, 203.7734375, 217.65625, 532.796875, 215.234375, 958.3515625, 218.46875]"
1.873817422860383e-05,3.3333333333333335,"[415.2109375, 652.3984375, 348.875, 421.5625, 667.421875, 629.9375, 640.1796875, 480.578125, 681.890625, 462.109375]"
0.0008111308307896872,2.0202020202020203,"[217.2265625, 201.9375, 223.34375, 222.125, 233.3046875, 223.3828125, 196.7265625, 219.6796875, 214.3515625, 215.2734375]"
0.0001519911082952933,3.7373737373737375,"[264.6953125, 321.7109375, 331.359375, 248.4921875, 263.0078125, 264.375, 263.2890625, 272.2265625, 278.3046875, 254.234375]"
2.310129700083158e-05,6.666666666666667,"[736.5625, 578.8046875, 617.0390625, 956.65625, 993.875, 1000.0, 877.5625, 988.140625, 695.609375, 476.3515625]"
0.007564633275546291,7.575757575757575,"[252.078125, 845.7734375, 215.3359375, 197.25, 962.953125, 249.5390625, 887.5703125, 974.359375, 405.015625, 220.46875]"
0.0001232846739442066,8.88888888888889,"[328.7890625, 373.7109375, 404.4921875, 471.203125, 765.0703125, 993.90625, 291.171875, 567.7734375, 710.984375, 746.0390625]"
0.00023101297000831602,1.4141414141414141,"[303.6953125, 269.1640625, 279.5859375, 283.59375, 281.4609375, 350.078125, 252.78125, 276.9453125, 265.6484375, 292.8828125]"
0.0009326033468832199,1.6161616161616161,"[197.6328125, 215.5546875, 239.1328125, 213.375, 239.640625, 234.859375, 215.1015625, 208.0625, 210.03125, 192.7890625]"
1.6297508346206434e-05,8.383838383838384,"[994.0390625, 993.84375, 918.4609375, 993.953125, 1000.0, 1000.0, 983.71875, 993.96875, 974.5390625, 962.7734375]"
0.00016297508346206434,8.181818181818182,"[390.34375, 521.4375, 348.0546875, 391.34375, 361.3828125, 436.3828125, 332.34375, 227.2578125, 372.8515625, 309.2109375]"
3.511191734215127e-05,4.040404040404041,"[398.3828125, 421.046875, 378.9921875, 597.3828125, 639.171875, 457.796875, 479.1953125, 313.7734375, 412.0625, 421.125]"
0.007054802310718645,1.3131313131313131,"[245.9375, 247.7421875, 933.0546875, 553.40625, 258.234375, 247.34375, 217.359375, 283.40625, 275.2890625, 262.296875]"
0.001629750834620645,3.131313131313131,"[224.6015625, 222.1015625, 208.53125, 221.484375, 225.5078125, 227.625, 214.609375, 227.59375, 238.0546875, 184.2421875]"
0.003511191734215131,5.656565656565657,"[209.7109375, 216.8046875, 204.59375, 216.046875, 187.2265625, 210.9609375, 993.4921875, 228.1796875, 220.7265625, 212.96875]"
0.006135907273413175,9.292929292929292,"[1000.0, 252.3203125, 257.21875, 838.984375, 844.6015625, 947.84375, 242.6875, 852.7890625, 262.5546875, 344.1328125]"
0.0008111308307896872,4.747474747474747,"[207.8984375, 222.15625, 214.359375, 189.7421875, 181.3828125, 198.9140625, 199.9609375, 226.0703125, 196.3359375, 195.4921875]"
3.511191734215127e-05,0.5050505050505051,"[655.140625, 528.40625, 760.140625, 641.0703125, 578.0625, 702.3203125, 668.921875, 682.0390625, 654.96875, 572.765625]"
0.00231012970008316,1.2121212121212122,"[238.9296875, 203.0703125, 278.0234375, 270.9609375, 268.640625, 223.4140625, 229.875, 243.2265625, 235.6953125, 254.8828125]"
2.8480358684358048e-05,1.9191919191919191,"[523.4375, 442.9921875, 368.2265625, 378.6953125, 583.75, 462.9140625, 422.890625, 542.734375, 480.21875, 533.0703125]"
0.003274549162877728,1.1111111111111112,"[232.578125, 216.0703125, 257.8125, 246.453125, 218.0703125, 272.21875, 248.9375, 306.125, 244.9296875, 221.328125]"
1.3219411484660286e-05,0.10101010101010101,"[1000.0, 1000.0, 1000.0, 1000.0, 999.2734375, 1000.0, 989.234375, 1000.0, 1000.0, 1000.0]"
4.6415888336127825e-05,1.9191919191919191,"[445.53125, 388.078125, 414.3828125, 452.5703125, 532.3828125, 394.1015625, 410.4609375, 328.2421875, 415.578125, 406.3046875]"
0.0007054802310718646,9.595959595959595,"[210.8359375, 201.046875, 228.96875, 182.8203125, 227.3515625, 207.90625, 185.1953125, 214.8984375, 192.234375, 198.2734375]"
0.0004977023564332113,8.484848484848484,"[196.0703125, 240.71875, 210.359375, 201.1484375, 228.28125, 216.1875, 960.0625, 233.203125, 213.7421875, 214.125]"
0.0021544346900318847,8.282828282828282,"[199.6328125, 237.2421875, 220.5625, 191.3671875, 189.4765625, 205.765625, 272.09375, 194.34375, 491.1171875, 218.6875]"
0.00021544346900318845,9.595959595959595,"[705.953125, 481.6484375, 231.9140625, 284.6875, 416.890625, 512.328125, 355.2578125, 881.8984375, 619.53125, 367.421875]"
0.001629750834620645,5.858585858585858,"[221.84375, 268.484375, 209.3984375, 316.8203125, 198.953125, 229.578125, 214.3359375, 258.8984375, 209.7421875, 193.96875]"
0.0010722672220103231,2.4242424242424243,"[222.71875, 216.5078125, 210.5546875, 212.4609375, 223.8671875, 201.3984375, 227.671875, 217.9609375, 207.296875, 202.1953125]"
0.00013219411484660285,2.121212121212121,"[309.078125, 338.359375, 304.28125, 304.53125, 264.9921875, 315.8671875, 285.6328125, 280.2109375, 281.0, 284.09375]"
2.154434690031882e-05,9.09090909090909,"[988.2421875, 993.953125, 842.6796875, 993.8125, 957.65625, 1000.0, 847.203125, 994.0703125, 975.328125, 928.1640625]"
0.003274549162877728,3.8383838383838382,"[210.6875, 273.78125, 221.0078125, 259.953125, 241.109375, 228.6640625, 372.890625, 197.421875, 250.75, 223.5625]"
0.0003053855508833415,7.373737373737374,"[206.5859375, 215.8203125, 244.3203125, 214.3359375, 246.1640625, 239.8359375, 752.78125, 231.484375, 246.6015625, 214.1640625]"
0.00026560877829466864,0.20202020202020202,"[286.6171875, 249.1640625, 262.3671875, 261.3515625, 253.1328125, 246.6640625, 248.0390625, 261.9453125, 245.078125, 256.109375]"
0.00037649358067924675,7.474747474747475,"[207.4296875, 218.53125, 229.3125, 253.03125, 220.0234375, 252.859375, 205.7890625, 272.8671875, 219.1328125, 215.4609375]"
2.0092330025650458e-05,3.131313131313131,"[454.328125, 468.96875, 564.140625, 421.796875, 629.2578125, 316.703125, 340.8203125, 464.0078125, 581.53125, 452.6640625]"
0.0030538555088334154,0.10101010101010101,"[257.703125, 413.8203125, 404.7578125, 236.515625, 258.3125, 323.2734375, 288.515625, 304.5703125, 229.265625, 224.75]"
0.000756463327554629,5.252525252525253,"[193.8515625, 206.9375, 209.296875, 251.5390625, 200.8828125, 202.90625, 177.9609375, 220.34375, 206.921875, 210.59375]"
0.0006579332246575682,9.696969696969697,"[232.0859375, 191.1875, 226.890625, 189.3046875, 196.375, 187.5625, 194.609375, 200.03125, 205.984375, 214.078125]"
0.00011497569953977356,8.585858585858587,"[429.2734375, 525.8515625, 431.15625, 413.4609375, 467.8203125, 612.46875, 400.6640625, 462.7265625, 429.171875, 435.53125]"
6.135907273413175e-05,1.2121212121212122,"[462.6015625, 434.0625, 372.1875, 343.90625, 401.9921875, 424.015625, 292.7265625, 445.171875, 373.0390625, 322.328125]"
6.135907273413175e-05,9.393939393939394,"[993.78125, 949.75, 546.796875, 861.296875, 747.5703125, 993.9765625, 825.703125, 994.2421875, 982.015625, 523.09375]"
0.0001873817422860383,1.8181818181818181,"[306.125, 264.5, 307.296875, 323.7421875, 291.1015625, 246.171875, 280.2265625, 252.3828125, 283.3046875, 262.09375]"
0.0006135907273413175,5.353535353535354,"[196.0546875, 189.8125, 202.078125, 188.328125, 224.75, 224.3046875, 181.4921875, 201.609375, 224.6875, 208.0703125]"
9.326033468832199e-05,3.2323232323232323,"[335.21875, 339.3671875, 480.328125, 285.6796875, 295.125, 316.03125, 308.03125, 292.8125, 383.046875, 335.203125]"
1.072267222010323e-05,5.252525252525253,"[689.96875, 993.7890625, 593.765625, 1000.0, 889.1953125, 1000.0, 878.9375, 987.7734375, 948.3984375, 607.28125]"
2.0092330025650458e-05,5.858585858585858,"[404.65625, 694.125, 516.7890625, 630.953125, 993.7265625, 998.09375, 780.0859375, 993.671875, 740.390625, 425.984375]"
0.0030538555088334154,2.929292929292929,"[212.6953125, 232.5, 219.6484375, 207.7421875, 262.8984375, 223.6640625, 200.84375, 209.7109375, 244.34375, 243.296875]"
0.0011497569953977356,4.848484848484849,"[227.3984375, 251.078125, 208.3671875, 176.1484375, 207.7421875, 204.6796875, 186.1796875, 202.2734375, 185.609375, 197.4296875]"
0.0024770763559917113,4.545454545454545,"[205.53125, 199.984375, 217.3125, 258.59375, 203.8984375, 939.3984375, 196.40625, 234.7890625, 228.59375, 200.984375]"
0.000572236765935022,2.323232323232323,"[214.5, 216.1953125, 207.1953125, 223.78125, 204.9375, 225.2734375, 222.46875, 215.3359375, 186.65625, 230.59375]"
1.3219411484660286e-05,7.171717171717171,"[611.9921875, 847.359375, 856.78125, 988.5078125, 1000.0, 1000.0, 935.625, 1000.0, 988.921875, 986.09375]"
0.006579332246575682,1.2121212121212122,"[272.171875, 273.5234375, 231.3046875, 979.8046875, 242.359375, 232.8515625, 227.1171875, 263.1171875, 245.2890625, 291.2890625]"
0.0037649358067924675,4.94949494949495,"[219.046875, 241.9375, 232.828125, 231.234375, 224.8046875, 218.65625, 420.640625, 239.640625, 239.5625, 226.953125]"
7.56463327554629e-05,2.4242424242424243,"[403.3828125, 320.515625, 384.2109375, 382.8203125, 427.09375, 308.3203125, 260.0703125, 323.3046875, 372.890625, 310.375]"
0.001519911082952933,5.252525252525253,"[216.265625, 328.84375, 225.3671875, 202.9453125, 213.765625, 187.953125, 198.984375, 453.375, 813.8046875, 206.234375]"
