gamma,distance_rew_weight,final_mean_return
0.015874010519682,5.656565656565657,"[184.6875, 192.1015625, 200.0, 181.703125, 184.2578125, 228.6171875, 180.625, 196.796875, 183.2421875, 175.0234375]"
0.006317740971984859,6.8686868686868685,"[233.2890625, 231.953125, 209.2890625, 213.1015625, 210.0, 228.21875, 203.3828125, 206.125, 282.9921875, 186.3359375]"
0.03693752348959514,2.525252525252525,"[371.171875, 331.34375, 386.984375, 254.265625, 293.875, 343.6171875, 292.6875, 374.15625, 326.0546875, 300.5234375]"
0.029338409252311078,0.7070707070707071,"[996.625, 857.46875, 968.5625, 810.25, 740.6015625, 782.3125, 517.109375, 898.640625, 872.765625, 982.625]"
0.000464381325261801,8.787878787878787,"[248.1640625, 247.25, 327.59375, 517.2890625, 213.21875, 231.5078125, 936.328125, 262.9453125, 975.953125, 606.1015625]"
0.011676473941879328,8.484848484848484,"[195.75, 191.6640625, 207.484375, 202.890625, 194.546875, 177.09375, 196.125, 183.3203125, 190.8125, 180.125]"
0.0025144150521764766,1.1111111111111112,"[268.1015625, 242.7578125, 225.1328125, 241.953125, 254.421875, 377.8671875, 230.1328125, 229.46875, 235.796875, 250.0625]"
0.04650492907814755,2.525252525252525,"[450.421875, 356.671875, 367.421875, 373.0234375, 402.4375, 511.7109375, 410.8203125, 359.2734375, 343.96875, 392.703125]"
0.029338409252311078,6.96969696969697,"[204.6953125, 192.5234375, 179.484375, 178.8046875, 273.1640625, 438.5390625, 267.6328125, 218.859375, 194.3515625, 205.9765625]"
0.0005414548164181544,2.6262626262626263,"[239.8515625, 247.7734375, 253.28125, 288.1796875, 215.0625, 244.5859375, 226.5546875, 213.9609375, 227.03125, 210.53125]"
0.000794842183831788,8.383838383838384,"[334.140625, 263.3125, 275.125, 543.2265625, 238.6171875, 239.734375, 302.921875, 351.9921875, 684.796875, 408.7734375]"
0.0003163414201363777,4.444444444444445,"[281.3671875, 242.2890625, 306.21875, 350.3046875, 567.4765625, 245.4453125, 594.875, 229.3984375, 321.5703125, 548.828125]"
0.00501799938586561,4.94949494949495,"[208.578125, 200.328125, 235.546875, 212.1015625, 191.3984375, 243.2890625, 187.796875, 218.5703125, 202.6171875, 194.2734375]"
0.02516222768095133,7.171717171717171,"[187.6328125, 192.2890625, 182.234375, 186.3203125, 190.71875, 198.1484375, 199.3125, 233.6015625, 177.59375, 183.1875]"
0.00023269181687763618,8.88888888888889,"[572.21875, 604.96875, 242.6015625, 511.6640625, 378.953125, 677.703125, 271.4921875, 640.4609375, 666.875, 244.546875]"
0.0003163414201363777,0.9090909090909091,"[231.84375, 210.921875, 320.90625, 221.3671875, 470.1171875, 251.5546875, 747.875, 231.8125, 518.015625, 317.3203125]"
0.0010007189409390025,2.6262626262626263,"[237.6484375, 232.9921875, 235.4296875, 233.9296875, 228.4375, 224.1015625, 221.796875, 228.0625, 259.7734375, 229.6171875]"
0.0004300619395933647,2.8282828282828283,"[212.265625, 521.9453125, 265.265625, 261.7421875, 239.609375, 216.140625, 213.640625, 234.484375, 256.2265625, 234.1640625]"
0.09280954047418331,8.98989898989899,"[957.0078125, 904.1484375, 790.2421875, 970.7421875, 993.46875, 992.3671875, 885.7421875, 980.5078125, 801.0859375, 953.2578125]"
0.15885422995710774,1.4141414141414141,"[995.8046875, 1000.0, 910.421875, 894.1171875, 857.0546875, 914.09375, 889.9453125, 995.109375, 998.7578125, 995.0625]"
0.006821903207721965,8.484848484848484,"[226.171875, 179.21875, 197.8359375, 189.578125, 217.140625, 203.7421875, 191.21875, 205.4453125, 185.2421875, 183.78125]"
0.004303711287280452,8.383838383838384,"[209.6171875, 216.1328125, 249.3671875, 205.3125, 221.1328125, 215.8984375, 201.296875, 221.0390625, 257.5625, 216.5703125]"
0.001080577342992131,0.8080808080808081,"[256.453125, 227.3984375, 257.703125, 238.96875, 259.3046875, 248.9140625, 241.78125, 257.1171875, 255.1796875, 285.7890625]"
0.005418440904522979,7.474747474747475,"[273.390625, 204.15625, 207.140625, 188.75, 230.1328125, 201.09375, 184.921875, 224.484375, 197.328125, 205.265625]"
0.008588884551030166,2.4242424242424243,"[207.28125, 225.9296875, 222.84375, 201.3515625, 212.4140625, 231.7109375, 208.0546875, 208.4296875, 206.7578125, 202.90625]"
0.0002929626953471313,7.171717171717171,"[249.6875, 325.4609375, 227.15625, 252.515625, 266.8828125, 248.03125, 768.6328125, 292.0, 637.0, 826.8046875]"
0.012608268587175545,0.8080808080808081,"[437.8515625, 433.9296875, 317.6328125, 325.453125, 406.8515625, 344.5859375, 347.7578125, 311.4609375, 323.0234375, 336.40625]"
0.05855044475769315,0.10101010101010101,"[1000.0, 1000.0, 1000.0, 1000.0, 920.96875, 995.9921875, 1000.0, 1000.0, 991.03125, 996.1015625]"
0.021580505487636795,6.565656565656566,"[189.796875, 182.890625, 187.8203125, 193.375, 173.0234375, 197.4765625, 190.5859375, 180.828125, 171.21875, 178.65625]"
0.03988517590327993,6.4646464646464645,"[296.640625, 269.5703125, 272.6640625, 488.984375, 379.875, 326.125, 237.140625, 363.578125, 373.5390625, 219.609375]"
0.003691098667017898,7.373737373737374,"[202.59375, 208.8828125, 220.3046875, 221.4453125, 216.9921875, 207.4375, 200.4453125, 223.234375, 208.484375, 218.859375]"
0.05021607031056004,3.2323232323232323,"[389.515625, 333.7421875, 390.375, 419.1796875, 388.6796875, 413.703125, 317.1796875, 406.0703125, 305.0, 290.6640625]"
0.0006817002185769346,0.30303030303030304,"[235.9765625, 212.875, 244.609375, 242.2109375, 240.9140625, 219.765625, 213.4453125, 275.6875, 215.59375, 238.9765625]"
0.00034158579123982024,1.3131313131313131,"[218.5078125, 250.1953125, 291.3515625, 266.140625, 273.3671875, 295.46875, 463.4296875, 251.875, 220.296875, 286.1875]"
0.02330265204971178,7.6767676767676765,"[217.1796875, 170.8984375, 184.59375, 339.875, 188.2578125, 185.359375, 179.796875, 286.640625, 177.46875, 193.1796875]"
0.002156500152519066,6.262626262626262,"[210.6875, 222.2890625, 262.953125, 186.421875, 221.0390625, 208.8125, 198.28125, 230.21875, 214.0234375, 215.671875]"
0.0018495327188680687,5.454545454545454,"[203.9765625, 226.796875, 243.2421875, 213.046875, 225.421875, 261.9140625, 213.015625, 241.265625, 197.3515625, 233.25]"
0.003985652141834605,2.2222222222222223,"[209.8984375, 218.015625, 231.359375, 211.828125, 232.8125, 226.5703125, 206.7890625, 221.8515625, 234.1875, 186.890625]"
0.0014690304791813143,8.282828282828282,"[231.0, 277.703125, 284.4296875, 207.9609375, 240.4140625, 259.25, 295.09375, 249.421875, 228.6484375, 223.1328125]"
9.999999999999999e-05,4.94949494949495,"[617.25, 249.09375, 858.46875, 953.3671875, 614.2890625, 557.21875, 759.4140625, 255.4453125, 699.96875, 660.4765625]"
0.00014679750917903885,4.545454545454545,"[867.15625, 861.5234375, 484.09375, 699.1171875, 223.3515625, 253.8125, 241.5703125, 215.578125, 588.515625, 358.140625]"
0.000464381325261801,2.4242424242424243,"[200.328125, 261.8515625, 255.8359375, 230.078125, 223.8046875, 228.578125, 776.03125, 236.8671875, 228.0390625, 185.9140625]"
0.05021607031056004,5.959595959595959,"[359.71875, 271.84375, 277.7265625, 303.8125, 482.4609375, 477.1640625, 318.734375, 555.578125, 383.2890625, 295.40625]"
0.010014383987540799,8.282828282828282,"[189.8515625, 219.59375, 189.359375, 185.015625, 178.765625, 196.296875, 183.7890625, 220.8515625, 191.890625, 188.4296875]"
0.009274286383257363,1.4141414141414141,"[220.8515625, 220.0078125, 262.9609375, 252.390625, 245.109375, 224.125, 241.46875, 231.5546875, 226.5625, 241.875]"
0.0005014394332495677,8.686868686868687,"[274.9609375, 581.2578125, 569.375, 341.0234375, 255.109375, 396.1328125, 863.6796875, 250.125, 555.0625, 304.015625]"
0.001259921049894874,6.0606060606060606,"[217.5234375, 257.0703125, 221.859375, 253.59375, 229.453125, 230.7890625, 201.1875, 218.71875, 228.59375, 211.875]"
0.12617333187632818,9.09090909090909,"[899.8515625, 863.0390625, 878.03125, 981.1171875, 891.7890625, 969.5078125, 951.3515625, 973.453125, 926.28125, 925.6484375]"
0.06322283054611633,7.373737373737374,"[825.0078125, 451.9375, 297.390625, 662.15625, 672.7734375, 659.8203125, 449.78125, 653.7421875, 461.828125, 542.234375]"
0.011676473941879328,4.848484848484849,"[202.5625, 177.5234375, 252.109375, 186.734375, 200.125, 180.5390625, 188.484375, 195.78125, 175.0390625, 205.9453125]"
0.03167964452409658,0.7070707070707071,"[1000.0, 1000.0, 903.453125, 991.546875, 694.671875, 831.140625, 585.8359375, 1000.0, 831.6640625, 1000.0]"
0.1082131644095978,5.757575757575758,"[320.5390625, 355.3359375, 376.0625, 387.375, 501.140625, 437.1875, 286.6640625, 448.5703125, 374.546875, 403.296875]"
0.001080577342992131,6.8686868686868685,"[273.6015625, 221.9375, 242.3359375, 262.5078125, 295.2421875, 301.8125, 242.3828125, 250.859375, 214.515625, 216.2734375]"
0.0009267623509309258,4.343434343434343,"[232.109375, 211.34375, 235.9765625, 235.6953125, 222.4609375, 262.5703125, 206.0859375, 223.515625, 205.0546875, 211.7890625]"
0.03167964452409658,6.96969696969697,"[216.734375, 202.7890625, 188.4140625, 237.0234375, 198.9609375, 290.0859375, 197.46875, 300.2734375, 203.671875, 186.21875]"
0.005850838068754207,7.373737373737374,"[326.4140625, 209.6796875, 190.9453125, 193.828125, 198.9453125, 199.7109375, 205.7890625, 204.2265625, 199.53125, 180.078125]"
0.043068054015145296,8.686868686868687,"[290.71875, 226.15625, 384.7265625, 983.1328125, 666.6484375, 265.5859375, 275.34375, 446.2734375, 531.5703125, 520.1484375]"
0.012608268587175545,6.8686868686868685,"[179.0859375, 182.625, 192.8203125, 208.4296875, 193.0078125, 207.515625, 178.234375, 238.4296875, 186.4453125, 190.6640625]"
0.0017128458556540079,2.929292929292929,"[203.53125, 220.0, 225.765625, 219.71875, 222.75, 232.6875, 223.6484375, 216.515625, 226.6328125, 218.734375]"
0.15885422995710774,4.94949494949495,"[518.6875, 487.625, 557.609375, 612.3125, 458.359375, 530.0703125, 430.1796875, 572.1875, 555.671875, 518.7890625]"
0.0005846634683724685,7.070707070707071,"[233.75, 290.8984375, 245.765625, 235.71875, 207.46875, 250.0546875, 282.734375, 242.8515625, 242.5703125, 311.5234375]"
0.004303711287280452,3.7373737373737375,"[192.796875, 201.484375, 219.2578125, 188.65625, 224.7109375, 216.90625, 203.96875, 189.2734375, 210.0625, 196.140625]"
0.0199856315113147,8.080808080808081,"[200.0703125, 184.0625, 177.3671875, 184.1015625, 217.3203125, 192.296875, 190.0625, 189.6796875, 182.984375, 185.5859375]"
0.005418440904522979,2.8282828282828283,"[204.96875, 222.9140625, 226.453125, 223.4140625, 222.1171875, 209.3203125, 202.2421875, 202.8984375, 208.046875, 186.296875]"
0.006317740971984859,7.474747474747475,"[208.6328125, 198.265625, 184.328125, 195.6875, 215.6875, 182.921875, 190.890625, 226.5703125, 195.1015625, 228.1953125]"
0.006821903207721965,4.848484848484849,"[180.75, 191.5, 208.21875, 197.578125, 188.6953125, 211.5546875, 185.625, 219.3515625, 179.8046875, 187.1015625]"
0.0013604640471757009,1.3131313131313131,"[264.5078125, 231.7734375, 281.6875, 248.3125, 268.265625, 267.7734375, 236.2890625, 260.8046875, 232.5390625, 264.3046875]"
0.18521930844265186,7.373737373737374,"[513.828125, 315.6796875, 398.5703125, 428.09375, 387.3203125, 518.015625, 404.109375, 440.5234375, 397.1484375, 350.234375]"
0.0005846634683724685,8.787878787878787,"[330.6875, 865.8515625, 509.921875, 611.015625, 313.984375, 278.6875, 412.40625, 868.1796875, 709.28125, 227.9140625]"
0.00023269181687763618,9.09090909090909,"[491.375, 377.2890625, 524.8515625, 552.703125, 881.03125, 322.46875, 763.6015625, 774.0859375, 635.390625, 493.8671875]"
0.0011668085277693407,8.98989898989899,"[251.5234375, 791.5859375, 229.2578125, 633.1328125, 282.8046875, 323.9140625, 284.578125, 279.3515625, 237.5, 232.0234375]"
0.0199856315113147,9.797979797979798,"[181.3984375, 280.2109375, 193.625, 183.5625, 245.90625, 215.875, 179.9296875, 205.4921875, 196.796875, 226.3203125]"
0.0006313202152501221,2.323232323232323,"[239.3984375, 252.03125, 249.65625, 244.4140625, 250.3125, 219.5, 218.703125, 246.2265625, 264.0234375, 273.2421875]"
0.015874010519682,7.979797979797979,"[194.2109375, 173.953125, 192.859375, 183.5078125, 204.90625, 192.8984375, 172.65625, 173.953125, 176.3125, 179.234375]"
0.0015862606242654862,5.353535353535354,"[230.359375, 216.0703125, 225.1796875, 219.4375, 225.453125, 201.4296875, 205.234375, 225.2734375, 245.3203125, 228.09375]"
0.0011668085277693407,1.8181818181818181,"[242.7265625, 243.3671875, 250.859375, 245.453125, 265.140625, 242.4140625, 215.3046875, 251.75, 275.1484375, 246.0390625]"
0.0005014394332495677,1.3131313131313131,"[320.859375, 249.0390625, 250.140625, 264.9921875, 270.1328125, 398.59375, 223.4609375, 250.9296875, 252.0546875, 282.421875]"
0.0025144150521764766,4.444444444444445,"[197.71875, 215.671875, 205.7578125, 196.7421875, 219.0625, 240.6484375, 205.0546875, 222.78125, 215.4609375, 196.0078125]"
0.0006817002185769346,3.131313131313131,"[207.84375, 235.3671875, 245.9765625, 497.609375, 217.59375, 229.859375, 241.8125, 237.03125, 200.296875, 218.5]"
0.003165688509340163,8.282828282828282,"[235.9765625, 211.375, 213.75, 226.3671875, 228.875, 199.0234375, 190.265625, 246.46875, 233.125, 220.1484375]"
0.002156500152519066,2.6262626262626263,"[205.4375, 219.671875, 232.3203125, 240.7578125, 225.9609375, 218.625, 197.515625, 220.21875, 203.078125, 226.90625]"
0.0001848203969370861,3.0303030303030303,"[452.4921875, 237.390625, 294.0234375, 276.65625, 239.7421875, 223.7265625, 533.6328125, 298.2890625, 342.96875, 245.453125]"
0.0002512608634965109,1.3131313131313131,"[385.9375, 782.140625, 296.4140625, 267.359375, 311.75, 283.3046875, 527.0859375, 273.7421875, 356.953125, 277.3828125]"
0.018508624236576895,9.595959595959595,"[193.0234375, 194.8046875, 233.3828125, 195.0859375, 211.7890625, 193.8984375, 172.890625, 287.78125, 202.0078125, 175.1328125]"
0.06322283054611633,0.0,"[1000.0, 1000.0, 1000.0, 1000.0, 983.4140625, 1000.0, 993.8828125, 1000.0, 1000.0, 993.7734375]"
0.0025144150521764766,0.9090909090909091,"[243.5078125, 279.15625, 252.0234375, 249.4296875, 245.21875, 389.5390625, 298.5078125, 254.6640625, 235.46875, 270.625]"
0.00039827887519494257,1.5151515151515151,"[203.28125, 842.6875, 259.8671875, 275.9296875, 271.5546875, 323.859375, 227.5234375, 255.6015625, 237.09375, 276.90625]"
0.009274286383257363,4.94949494949495,"[192.9453125, 193.1015625, 231.2578125, 183.5, 184.21875, 188.9921875, 181.2578125, 196.7265625, 187.078125, 183.0234375]"
0.0005414548164181544,8.585858585858587,"[428.75, 274.8671875, 328.5234375, 237.9140625, 336.3984375, 492.734375, 550.9140625, 260.7421875, 632.5546875, 605.59375]"
0.00027131173915845476,2.929292929292929,"[315.3046875, 608.8359375, 232.3515625, 240.046875, 237.0859375, 527.328125, 336.71875, 258.4140625, 289.4609375, 268.453125]"
0.00010798010298258111,5.05050505050505,"[729.703125, 326.9375, 567.21875, 204.484375, 558.4453125, 230.125, 793.7265625, 410.984375, 691.3359375, 440.3984375]"
0.010014383987540799,4.646464646464646,"[198.890625, 201.0703125, 217.0859375, 194.3125, 182.859375, 189.0625, 186.75, 191.4921875, 175.765625, 186.265625]"
0.0006817002185769346,5.858585858585858,"[222.34375, 215.421875, 352.609375, 214.8125, 271.8046875, 241.796875, 219.078125, 254.734375, 198.671875, 361.09375]"
0.0004300619395933647,7.777777777777778,"[523.03125, 289.078125, 279.65625, 707.8515625, 247.9609375, 280.9453125, 214.6328125, 283.5625, 684.2265625, 236.1171875]"
0.005850838068754207,0.0,"[1000.0, 1000.0, 981.359375, 1000.0, 530.1953125, 991.8984375, 884.5703125, 990.71875, 931.6875, 1000.0]"
0.14711435307922738,8.484848484848484,"[819.515625, 308.0625, 535.203125, 923.1796875, 938.0859375, 982.1953125, 575.3828125, 888.5546875, 746.828125, 487.0078125]"
0.0029317331822241717,3.6363636363636362,"[224.7734375, 212.03125, 225.453125, 206.359375, 211.578125, 231.3671875, 196.6484375, 209.3828125, 206.4140625, 211.15625]"
0.12617333187632818,5.454545454545454,"[520.8671875, 346.1171875, 411.7421875, 369.0546875, 464.7265625, 469.6171875, 413.3828125, 397.7421875, 381.296875, 397.6953125]"
0.06322283054611633,2.727272727272727,"[514.4296875, 516.4921875, 536.5390625, 458.015625, 455.8671875, 637.8125, 442.734375, 759.265625, 467.2734375, 429.84375]"
0.008588884551030166,7.373737373737374,"[185.7578125, 200.921875, 199.859375, 169.5625, 204.09375, 175.984375, 181.7421875, 208.0625, 181.4609375, 194.0625]"
0.034207712781635105,7.2727272727272725,"[212.3125, 304.0, 194.1171875, 239.8671875, 201.71875, 397.1953125, 246.71875, 230.7734375, 276.2265625, 187.8671875]"
0.005850838068754207,2.727272727272727,"[214.078125, 250.171875, 222.0625, 203.5390625, 228.8125, 253.0625, 207.71875, 205.921875, 186.6875, 182.984375]"
0.05855044475769315,3.5353535353535355,"[375.1171875, 304.0, 422.6484375, 329.2265625, 339.1640625, 544.90625, 345.1484375, 503.5859375, 342.46875, 316.5]"
0.014700866253334402,9.494949494949495,"[180.3203125, 205.609375, 204.125, 219.859375, 181.7734375, 256.5625, 187.984375, 250.1328125, 285.3046875, 382.0390625]"
0.05021607031056004,8.181818181818182,"[277.8671875, 444.59375, 487.7578125, 737.7734375, 470.8984375, 654.859375, 342.609375, 671.1796875, 623.1171875, 361.828125]"
0.00014679750917903885,5.151515151515151,"[637.078125, 233.84375, 237.640625, 780.0390625, 243.75, 533.0625, 769.6953125, 253.71875, 739.3046875, 675.21875]"
0.0005846634683724685,2.4242424242424243,"[228.5703125, 245.7109375, 253.1640625, 241.1328125, 249.5390625, 223.625, 260.2109375, 239.9140625, 234.8515625, 274.140625]"
0.003985652141834605,4.545454545454545,"[214.0859375, 194.34375, 251.15625, 195.3359375, 232.8671875, 216.828125, 194.7109375, 221.7265625, 181.015625, 182.2890625]"
0.00023269181687763618,1.1111111111111112,"[241.3125, 639.8515625, 249.8515625, 265.5, 276.46875, 369.5390625, 762.3359375, 305.25, 288.9921875, 288.421875]"
0.0002154950870117,5.555555555555555,"[831.40625, 544.8984375, 720.8828125, 239.4140625, 232.3125, 266.6171875, 786.390625, 234.3046875, 478.5234375, 553.7265625]"
0.006317740971984859,2.8282828282828283,"[212.828125, 240.34375, 223.2890625, 213.3046875, 223.1484375, 222.53125, 202.75, 223.5625, 190.765625, 180.0234375]"
0.00015851210158739011,2.121212121212121,"[446.015625, 300.0625, 244.328125, 219.1328125, 219.0546875, 382.8984375, 649.8046875, 704.90625, 296.9765625, 256.890625]"
0.0018495327188680687,1.6161616161616161,"[234.03125, 224.7890625, 229.1328125, 254.203125, 225.96875, 235.2265625, 224.484375, 270.2109375, 225.4140625, 241.3515625]"
0.09280954047418331,2.2222222222222223,"[807.3984375, 829.1015625, 688.71875, 740.5, 525.9921875, 623.125, 846.3984375, 715.421875, 768.8203125, 649.6015625]"
0.000464381325261801,5.757575757575758,"[228.6953125, 254.2265625, 743.875, 528.4453125, 265.4609375, 242.9375, 396.359375, 241.390625, 219.984375, 244.5625]"
0.0005414548164181544,0.10101010101010101,"[233.3125, 230.125, 236.3671875, 244.4296875, 245.421875, 309.8203125, 221.28125, 259.953125, 203.5859375, 203.65625]"
0.05855044475769315,0.30303030303030304,"[1000.0, 993.0703125, 961.0390625, 985.5234375, 970.328125, 1000.0, 929.1328125, 1000.0, 962.3125, 1000.0]"
0.054223364435148066,0.40404040404040403,"[1000.0, 998.1484375, 994.15625, 1000.0, 972.640625, 984.34375, 908.2890625, 1000.0, 986.8515625, 963.71875]"
0.00014679750917903885,8.88888888888889,"[653.984375, 555.265625, 745.9453125, 491.015625, 357.625, 333.59375, 820.9765625, 654.7734375, 406.4375, 736.03125]"
0.00023269181687763618,3.8383838383838382,"[222.453125, 508.40625, 245.984375, 566.15625, 264.71875, 234.7578125, 677.5234375, 250.9609375, 248.203125, 570.328125]"
0.007366298109070191,7.979797979797979,"[222.9296875, 222.5703125, 181.5, 185.1640625, 229.3125, 237.1640625, 192.2265625, 196.2265625, 185.0625, 200.03125]"
0.03167964452409658,9.191919191919192,"[184.671875, 275.7890625, 226.8125, 233.828125, 294.15625, 311.671875, 346.9296875, 442.4375, 302.3125, 227.5390625]"
0.08595059451754268,2.2222222222222223,"[725.6328125, 865.4453125, 670.765625, 772.8671875, 619.734375, 793.140625, 646.921875, 709.890625, 624.5078125, 630.375]"
