gae_lambda,distance_rew_weight,final_mean_return
0.9797979797979798,4.848484848484849,"[208.734375, 249.296875, 257.140625, 215.2109375, 243.3828125, 229.1640625, 192.109375, 233.6875, 213.5390625, 210.1484375]"
0.9454545454545454,7.373737373737374,"[221.984375, 212.328125, 213.359375, 227.78125, 259.9140625, 224.4296875, 214.1796875, 220.6953125, 250.890625, 239.171875]"
0.9252525252525252,7.6767676767676765,"[537.234375, 231.34375, 243.3984375, 264.3828125, 214.0859375, 232.3984375, 226.6796875, 242.640625, 243.4296875, 229.484375]"
0.8585858585858586,0.7070707070707071,"[481.6015625, 541.5, 449.4296875, 435.3515625, 446.671875, 470.6640625, 391.5, 671.65625, 359.578125, 533.625]"
0.8242424242424243,3.0303030303030303,"[319.3125, 252.65625, 401.3984375, 238.3984375, 237.0, 266.484375, 394.1484375, 360.9375, 293.015625, 212.640625]"
0.8383838383838385,8.585858585858587,"[233.6875, 230.078125, 234.8203125, 262.5, 249.609375, 262.3203125, 219.6796875, 247.1796875, 248.953125, 416.0078125]"
0.8727272727272728,6.4646464646464645,"[205.71875, 195.2265625, 262.890625, 227.3515625, 258.078125, 223.0390625, 244.796875, 231.4765625, 227.9140625, 215.546875]"
0.9737373737373738,3.5353535353535355,"[222.5390625, 220.7265625, 260.7578125, 223.6328125, 225.4765625, 229.734375, 214.5859375, 208.1015625, 201.40625, 203.1171875]"
0.9919191919191919,5.656565656565657,"[234.453125, 305.953125, 234.640625, 267.1484375, 243.0546875, 232.8125, 228.3125, 466.15625, 271.609375, 213.4375]"
1.0,9.09090909090909,"[295.4140625, 278.8125, 256.8046875, 440.1328125, 584.7578125, 285.1484375, 296.6953125, 259.9609375, 945.8125, 676.765625]"
0.9393939393939394,4.444444444444445,"[223.078125, 243.8671875, 284.2578125, 228.984375, 219.1328125, 267.7265625, 226.84375, 246.1328125, 199.28125, 240.859375]"
